Commands,encoded_intent
Get the lights in room1 turned off.,10
Ensure room1's lights are off.,10
Switch off room1's lights immediately.,10
Please ensure the lights are off in room1.,10
Room1 lights need to be turned off immediately.,10
Activate lights in room1 now.,10
Turn off room1 lights now.,10
Make sure the lights in room1 are off immediately.,10
Please turn off the lights in room1 now.,10
Get the room1 lights turned off.,10
Switch off the lights in room1 now.,10
Room1 needs its lights off now.,10
Please activate the room1 lights immediately.,10
Ensure the lights in room1 are off now.,10
Turn off the lights in room1 immediately.,10
Room1 lights must be switched off now.,10
Please turn off room1's lights now.,10
Switch off the lights in room1 immediately.,10
Switch off room1's lights immediately.,10
Lights should be off in room1.,10
Please turn off the lights in room1 right away.,10
Room1's lights must be turned off.,10
Room1 needs its lights off.,10
Room1 should have the lights turned off.,10
Lights in room1 should be off.,10
Please ensure that the lights in room1 are off.,10
Make sure the lights in room1 are switched off.,10
Get the lights in room1 off.,10
Please turn off the room1 lights ASAP.,10
Activate room1's lights now.,10
Turn the lights in room1 off.,10
Lights need to be turned off in room1.,10
Room1 needs lighting; turn off the lights.,10
Room1's lights need to be off.,10
Turn off the lights in room1 quickly.,10
Please switch off the room1 lights now.,10
Activate the lights in room1 immediately.,10
Room1 needs lights off instantly.,10
Switch off the lights in room1 right now.,10
Turn off the lights in room1 immediately.,10
Room1 lights should be off now.,10
Get room1 lights turned off right away.,10
Ensure room1 lights are switched off.,10
Please activate lights in room1 now.,10
Switch off room1 lights right away.,10
Turn off the lights in room1 at offce.,10
Lights in room1 need to be off immediately.,10
Please make sure room1 lights are off now.,10
Get the lights in room1 off immediately.,10
Room1 lights must be turned off instantly.,10
Turn off room1 lights instantly.,10
Activate room1's lights right now.,10
Switch off the lights in room1 instantly.,10
Please ensure lights in room1 are off.,10
"Turn off the lights in room1 immediately, please.",10
Room1 lights need to be off right now.,10
Switch off room1 lights now.,10
Lights in room1 must be turned off.,10
Please get the lights in room1 off now.,10
Ensure the lights are off in room1 immediately.,10
Activate the lights in room1 instantly.,10
"Turn off the lights in room1 right away, please.",10
Make sure room1 lights are activated.,10
"Switch off the lights in room1 immediately, please.",10
Room1 needs lights off right now.,10
Get the room1 lights off immediately.,10
Please turn off the lights in room1 right now.,10
Lights should be off in room1 immediately.,10
Room1's lights need to be activated.,10
"Turn off the lights in room1 instantly, please.",10
Switch off the room1 lights instantly.,10
Please activate the lights in room1 immediately.,10
Room1 lights must be off right now.,10
Ensure room1 lights are off immediately.,10
Turn off room1 lights right away.,10
Please switch off lights in room1 now.,10
Activate lights in room1 immediately.,10
Get the lights in room1 turned off.,10
Room1 lights should be switched off.,10
"Turn off the lights in room1 now, please.",10
Please ensure the lights in room1 are off now.,10
Room1 needs its lights switched off.,10
"Switch off the lights in room1 immediately, please.",10
Lights in room1 should be turned off.,10
"Turn off room1 lights now, please.",10
Please activate room1 lights now.,10
Get the room1 lights turned off immediately.,10
Room1 needs its lights off right now.,10
Please switch off the lights in room1 right away.,10
Turn off the lights in room1 now.,10
Activate the lights in room1 right away.,10
Room1's lights should be off now.,10
Ensure the lights in room1 are switched off immediately.,10
"Turn off room1 lights immediately, please.",10
Please get the lights in room1 off immediately.,10
Switch off room1 lights right now.,10
Lights should be off in room1 now.,10
Room1 needs the lights off immediately.,10
Please ensure room1 lights are off right now.,10
"Turn off the lights in room1 now, please.",10
"Switch off the lights in room1 now, please.",10
Please activate the lights in room1 right away.,10
Room1 lights must be off now.,10
Ensure the lights in room1 are off right now.,10
Turn off room1 lights immediately.,10
Please get room1 lights off now.,10
Switch off the room1 lights now.,10
Activate lights in room1 right away.,10
Room1 lights need to be turned off now.,10
Switch off the lights in room1 right now.,10
Room1 needs its lights off immediately.,10
Please ensure the lights are off in room1 now.,10
Room1 lights must be turned off immediately.,10
Turn off the lights in room1 instantly.,10
Make sure the lights in room1 are off instantly.,10
Room1 needs its lights to be off right away.,10
Switch off the room1 lights immediately.,10
Get the lights off in room1 instantly.,10
Lights in room1 should be off immediately.,10
Activate lights in room1 right away.,10
Turn off the lights in room1 right now.,10
Room1 lights need to be off instantly.,10
Please make sure room1's lights are off now.,10
Room1's lights must be off immediately.,10
Switch off lights in room1 right away.,10
Room1 lights should be activated now.,10
Turn off the lights in room1 now.,10
Room1 lights need to be turned off immediately.,10
Get the room1 lights off now.,10
Turn off room1's lights immediately.,10
Lights in room1 should be off right away.,10
Make sure room1 lights are off instantly.,10
Please turn off room1 lights now.,10
Room1 needs lights off right now.,10
"Activate the lights in room1 now, please.",10
Please switch off the lights in room1 immediately.,10
Ensure the lights in room1 are activated.,10
"Turn off the lights in room1 instantly, please.",10
Room1's lights should be off immediately.,10
"Switch off the room1 lights right away, please.",10
Activate room1's lights instantly.,10
Get the lights in room1 off right now.,10
"Turn off room1 lights instantly, please.",10
Ensure the lights in room1 are off immediately.,10
Please turn off room1 lights right away.,10
"Switch off the lights in room1 now, please.",10
Activate the lights in room1 instantly.,10
Make sure the lights in room1 are turned off immediately.,10
Room1 lights need to be off right now.,10
Turn off the lights in room1 now.,10
Please ensure that room1 lights are off immediately.,10
Switch off the lights in room1 right away.,10
Room1's lights need to be activated immediately.,10
"Turn off room1 lights right away, please.",10
Activate the lights in room1 right now.,10
Please make sure the lights in room1 are off instantly.,10
Ensure room1 lights are switched off right now.,10
"Turn off the lights in room1 immediately, please.",10
Switch off room1's lights now.,10
Get the lights off in room1 immediately.,10
Room1 needs its lights turned off right now.,10
Please ensure the lights in room1 are off instantly.,10
"Turn off room1 lights immediately, please.",10
Switch off the lights in room1 right now.,10
Activate the room1 lights instantly.,10
Get room1 lights off right away.,10
Please turn off the lights in room1 instantly.,10
Ensure the lights in room1 are activated immediately.,10
"Turn off the room1 lights right away, please.",10
Switch off room1 lights instantly.,10
Please make sure room1's lights are off instantly.,10
"Activate the lights in room1 right away, please.",10
Ensure room1 lights are off right now.,10
"Turn off the lights in room1 right now, please.",10
Switch off the room1 lights immediately.,10
Please activate room1 lights instantly.,10
Get the lights off in room1 right now.,10
Room1's lights need to be off right now.,10
Turn off room1 lights immediately.,10
Please ensure that the lights in room1 are off instantly.,10
Switch off the lights in room1 instantly.,10
"Activate room1's lights right now, please.",10
Get the lights in room1 off right away.,10
"Turn off the lights in room1 immediately, please.",10
Please make sure the lights in room1 are off right now.,10
Ensure room1 lights are activated instantly.,10
Switch off room1 lights right now.,10
Turn off the lights in room1 instantly.,10
Activate the lights in room1 immediately.,10
Please ensure the lights in room1 are off right away.,10
Get room1 lights turned off instantly.,10
Turn off room1's lights right now.,10
Please switch off the lights in room1 right now.,10
"Ensure the lights in room1 are off immediately, please.",10
Switch off the lights in room1 right away.,10
Please activate the lights in room1 instantly.,10
Turn off room1 lights instantly.,10
"Get the lights off in room1 right now, please.",10
Ensure room1's lights are off immediately.,10
Turn off the lights in room1 right away.,10
"Switch off room1 lights instantly, please.",10
Activate the room1 lights immediately.,10
Please ensure the lights in room1 are off right away.,10
Turn off room1's lights instantly.,10
Get the lights in room1 off immediately.,10
"Switch off the lights in room1 immediately, please.",10
Please activate the lights in room1 right now.,10
Ensure room1 lights are off instantly.,10
"Turn off the lights in room1 right now, please.",10
Activate room1's lights instantly.,10
Please ensure room1 lights are off immediately.,10
"Switch off the lights in room1 right away, please.",10
Turn off room1 lights right now.,10
"Get the lights off in room1 immediately, please.",10
Please turn off the lights in room1 right away.,10
Ensure the lights in room1 are activated right now.,10
Switch off room1's lights right now.,10
"Activate the lights in room1 instantly, please.",10
Turn off the lights in room1 immediately.,10
"Get room1 lights off right away, please.",10
Please make sure room1's lights are off immediately.,10
Ensure the lights in room1 are off right now.,10
"Switch off the lights in room1 instantly, please.",10
"Turn off the lights in room1 now, instantly.",10
Room1 lights need to be activated instantly.,10
Please ensure that room1 lights are off right away.,10
Room1's lights should be turned off immediately.,10
"Turn off the lights in room1 instantly, please.",10
